distance_km,hour_of_day,is_rush_hour,is_raining,final_price
489.53,10,1,1,13805.4
302.54,12,0,0,5601.53
180.19,0,0,1,4050.28
324.61,22,0,1,7136.57
63.21,1,0,1,1475.67
444.55,1,0,0,8151.24
252.54,20,1,1,7302.65
225.78,4,0,0,4174.78
293.76,3,0,0,5307.82
313.14,11,0,0,5624.75
37.74,2,0,0,800.55
341.94,19,1,1,9795.56
122.48,9,1,0,3041.37
357.55,19,1,0,8550.77
411.62,17,1,0,9774.71
402.37,20,1,1,11511.35
277.15,20,1,0,6594.85
261.04,20,1,0,6455.84
73.15,9,1,0,1826.79
388.12,0,0,0,7099.1
137.16,5,0,0,2546.53
249.35,10,1,0,5955.83
143.57,1,0,1,3283.54
68.65,6,0,0,1375.41
315.52,19,1,0,7532.22
29.06,20,1,0,846.59
374.83,20,1,1,10687.11
160.16,20,1,1,4771.42
2.07,17,1,0,448.89
256.54,20,1,1,7350.22
25.33,18,1,0,827.17
139.53,3,0,0,2666.08
354.07,12,0,0,6590.2
33.22,17,1,0,1042.01
419.99,19,1,0,10043.32
3.9,23,0,0,216.26
124.92,12,0,1,2834.79
370.97,18,1,0,8799.21
159.5,16,0,0,3011.36
52.74,0,0,0,970.9
181.4,5,0,0,3355.75
136.66,18,1,1,4181.98
421.67,19,1,0,10071.94
158.05,0,0,1,3683.09
394.89,7,0,0,7404.96
446.15,16,0,0,8163.04
218.04,20,1,0,5317.89
455.15,21,0,0,8312.55
189.9,14,0,0,3487.02
482.11,17,1,0,11381.1
46.47,6,0,0,1070.71
344.14,15,0,0,6365.3
247.92,6,0,0,4797.21
195.05,16,0,0,3758.09
317.09,3,0,0,5784.51
352.52,11,0,0,6579.41
4.17,12,0,0,194.6
85.14,3,0,0,1804.25
357.1,20,1,1,10212.65
333.86,0,0,1,7286.13
483.09,0,0,0,8766.07
381.0,6,0,0,6933.48
475.48,8,1,0,11237.32
351.87,0,0,0,6426.31
150.43,15,0,1,3514.96
54.47,17,1,1,1943.17
391.35,21,0,1,8500.1
322.79,14,0,0,6086.5
26.0,5,0,1,693.76
181.31,1,0,0,3448.28
478.49,8,1,1,13504.48
251.2,3,0,0,4724.0
217.5,12,0,0,3864.45
229.93,22,0,0,4320.21
106.02,21,0,0,2084.15
185.62,10,1,0,4557.52
186.17,12,0,1,4127.72
28.07,10,1,0,906.86
384.25,18,1,0,9225.53
209.42,7,0,0,3898.55
411.45,6,0,0,7623.21
425.47,15,0,1,9360.66
107.57,2,0,0,2139.19
329.36,16,0,0,6065.93
237.2,17,1,1,6916.14
440.32,14,0,1,9748.34
109.44,16,0,0,2080.11
339.55,10,1,0,8017.11
304.66,4,0,0,5661.5
149.06,15,0,0,2952.02
70.03,14,0,0,1440.41
326.52,9,1,1,9434.4
369.82,13,0,0,6802.57
159.18,1,0,0,3089.2
323.13,15,0,0,5947.69
198.78,18,1,0,4800.95
357.18,7,0,1,8005.55
101.21,14,0,0,1918.71
445.33,9,1,0,10704.6
145.13,4,0,0,2872.93
185.16,19,1,0,4584.37
30.93,15,0,1,723.16
57.53,20,1,0,1543.99
258.9,21,0,0,4789.99
135.26,11,0,0,2535.1
418.07,22,0,0,7689.52
9.32,12,0,0,394.63
190.79,8,1,0,4613.6
170.0,16,0,1,3834.82
11.63,19,1,0,442.92
63.94,11,0,0,1417.23
207.99,4,0,1,4646.96
247.45,23,0,1,5401.41
203.34,11,0,1,4414.72
266.41,0,0,1,5970.66
298.38,19,1,0,7100.92
6.94,15,0,0,341.83
233.12,11,0,0,4213.03
481.82,8,1,0,11415.76
260.48,12,0,1,5673.27
339.42,16,0,0,6302.95
157.31,16,0,0,3046.43
387.45,3,0,1,8582.73
386.91,13,0,0,7005.87
261.61,18,1,0,6241.99
488.05,6,0,0,8958.42
64.52,2,0,0,1142.66
10.44,0,0,0,313.81
385.54,11,0,1,8659.33
403.96,14,0,0,7403.35
61.86,10,1,1,1822.26
134.26,9,1,0,3275.95
10.74,1,0,0,280.27
148.07,3,0,0,3029.25
387.02,16,0,0,7283.01
259.94,16,0,1,5867.89
175.35,7,0,0,3272.02
187.13,22,0,1,4341.99
2.67,13,0,1,150.0
151.3,23,0,1,3555.75
323.94,3,0,0,6073.65
487.15,5,0,1,10687.28
423.84,18,1,0,10226.69
13.75,23,0,0,352.78
449.48,3,0,0,8114.19
392.03,2,0,1,8745.71
390.63,19,1,0,9327.15
230.08,5,0,0,4351.65
200.21,22,0,0,3935.81
152.85,6,0,0,2829.11
34.72,13,0,0,760.55
115.66,11,0,1,2835.25
124.81,15,0,0,2463.43
243.07,19,1,1,6989.44
374.23,7,0,0,6790.59
237.96,22,0,1,5267.07
30.81,1,0,0,630.68
478.98,12,0,0,8795.36
471.48,7,0,0,8644.42
393.02,20,1,0,9419.69
495.68,19,1,1,14068.65
273.15,15,0,0,5059.66
481.46,3,0,1,10373.94
39.65,15,0,0,878.22
184.11,19,1,0,4620.69
114.24,5,0,0,2063.84
99.52,3,0,0,1989.79
72.12,15,0,0,1387.06
311.96,22,0,0,5845.57
391.1,22,0,1,8643.59
289.99,20,1,0,7021.3
75.19,12,0,0,1509.86
405.94,4,0,0,7589.75
318.71,14,0,0,5921.44
195.31,7,0,1,4328.08
337.72,6,0,1,7484.56
131.43,13,0,0,2478.9
173.91,6,0,1,3952.6
458.91,21,0,0,8368.37
146.67,6,0,0,2722.4
236.05,22,0,0,4418.9
445.29,17,1,1,12743.33
354.45,9,1,0,8595.41
32.98,17,1,0,925.17
75.36,13,0,0,1308.34
5.91,9,1,0,296.79
316.2,6,0,1,6847.26
224.94,6,0,0,4240.51
68.87,6,0,0,1222.25
479.05,4,0,0,8674.08
265.77,0,0,0,4897.64
122.46,13,0,0,2508.73
251.3,17,1,0,5968.14
340.45,12,0,0,6279.36
39.97,7,0,0,927.41
138.8,7,0,0,2796.85
403.87,9,1,0,9723.31
230.91,16,0,0,4415.83
274.2,5,0,0,5171.95
217.54,14,0,0,3944.85
23.86,14,0,0,615.49
84.54,15,0,0,1756.65
223.88,7,0,1,4920.15
106.17,18,1,0,2621.5
26.89,19,1,1,908.74
422.14,14,0,1,9375.43
490.63,2,0,0,8974.48
396.99,5,0,0,7263.65
427.18,7,0,0,7711.16
122.5,15,0,0,2348.34
480.39,14,0,1,10499.71
100.07,12,0,0,1975.58
475.81,19,1,0,11214.71
497.42,14,0,0,9121.35
356.44,17,1,1,10198.88
490.61,12,0,0,8856.04
285.63,23,0,0,5158.63
131.25,7,0,0,2394.83
219.62,13,0,0,4082.59
297.59,10,1,0,7170.78
38.39,5,0,0,868.09
311.93,23,0,0,5795.44
490.63,0,0,0,8905.43
96.67,1,0,0,1995.97
396.71,12,0,0,7246.6
454.13,0,0,0,8369.42
471.96,23,0,0,8628.93
480.15,23,0,0,8830.22
261.69,3,0,0,4838.93
488.7,23,0,0,8985.95
379.14,22,0,0,6973.79
82.51,1,0,0,1716.61
239.5,20,1,0,5717.34
359.73,19,1,0,8435.67
125.18,15,0,0,2305.82
321.03,2,0,0,6035.37
333.97,16,0,0,6145.95
83.02,4,0,1,1982.53
283.41,7,0,0,5146.06
386.27,11,0,0,7109.42
250.45,22,0,1,5487.44
8.03,11,0,0,206.91
6.5,0,0,1,280.18
179.8,0,0,0,3430.92
463.24,14,0,0,8543.59
115.88,16,0,0,2293.76
317.91,1,0,0,5713.63
112.59,16,0,0,2176.02
162.19,19,1,0,3970.61
424.32,8,1,0,9970.99
364.97,11,0,1,8065.02
49.51,3,0,0,1016.12
215.49,12,0,0,4080.04
16.53,3,0,0,455.6
241.48,6,0,0,4441.77
331.89,13,0,0,6216.63
61.01,8,1,0,1400.61
145.86,22,0,0,2769.14
200.12,0,0,0,3575.88
459.93,0,0,1,10023.19
496.64,19,1,0,11868.88
24.37,3,0,0,461.17
380.98,0,0,0,6865.3
187.12,21,0,0,3756.33
197.44,9,1,0,4679.26
377.62,1,0,0,7112.28
459.38,20,1,1,13116.07
475.56,23,0,0,8657.64
289.41,14,0,0,5416.01
179.85,2,0,0,3520.89
394.2,22,0,0,7130.98
127.0,8,1,0,3115.74
282.91,16,0,0,5327.05
180.57,20,1,0,4449.19
329.0,12,0,0,6182.23
121.72,2,0,0,2392.45
97.41,3,0,0,2084.26
459.28,3,0,0,8434.95
52.7,10,1,0,1450.32
253.97,6,0,0,4753.58
111.98,10,1,0,2801.19
21.39,23,0,0,619.78
19.94,10,1,0,685.24
89.26,9,1,0,2362.51
433.65,4,0,1,9641.33
142.67,12,0,0,2760.98
475.33,11,0,1,10497.27
291.65,9,1,0,6918.53
219.43,6,0,0,4044.77
290.88,18,1,0,7086.03
259.32,18,1,0,6405.35
379.87,18,1,1,10706.72
142.68,11,0,0,2661.51
177.82,19,1,0,4358.33
447.26,21,0,0,8112.73
473.34,14,0,0,8587.78
446.49,4,0,0,8234.38
210.89,23,0,0,4104.07
390.62,13,0,0,6978.01
239.22,11,0,1,5330.0
249.77,20,1,0,6086.06
103.93,10,1,0,2705.0
296.38,4,0,0,5516.8
94.7,15,0,1,2401.57
167.12,17,1,0,4108.48
427.81,11,0,0,7981.69
105.12,4,0,1,2386.04
37.44,15,0,0,829.66
36.37,11,0,0,683.31
470.51,22,0,0,8709.28
254.45,1,0,1,5664.0
205.89,5,0,1,4662.95
405.82,22,0,1,8914.32
418.24,20,1,0,10040.49
167.43,3,0,0,3203.5
347.42,12,0,0,6304.13
386.02,9,1,1,10979.74
328.02,16,0,1,7262.37
77.49,13,0,0,1610.86
438.19,23,0,0,8223.71
270.47,14,0,0,5048.74
142.67,7,0,0,2818.84
213.76,22,0,0,3836.46
20.71,23,0,0,724.08
65.68,17,1,0,1792.43
383.24,2,0,0,7043.4
2.01,16,0,1,206.86
209.45,23,0,1,4593.4
262.21,23,0,1,5761.61
29.21,6,0,0,866.79
486.59,12,0,0,8809.77
114.61,15,0,0,2112.16
153.49,4,0,1,3425.18
153.36,3,0,0,2790.72
116.75,9,1,0,2928.42
2.73,12,0,0,308.1
365.21,9,1,1,10428.15
483.49,13,0,0,8715.47
113.7,21,0,0,2225.75
332.2,11,0,0,6123.98
371.46,0,0,1,8303.9
424.52,20,1,0,10083.22
212.47,19,1,0,5140.77
152.86,19,1,0,3756.96
164.0,6,0,0,3110.85
356.89,8,1,0,8506.86
408.76,7,0,0,7452.15
92.44,12,0,0,1628.95
186.73,13,0,1,4156.8
451.17,11,0,0,8342.51
403.73,7,0,0,7502.23
492.46,20,1,0,11671.44
377.62,21,0,0,7077.03
197.81,17,1,1,5785.67
296.14,15,0,0,5346.69
331.19,10,1,0,7779.49
41.07,15,0,0,1011.1
273.16,13,0,0,5029.57
355.24,2,0,0,6422.95
85.33,20,1,0,1965.7
390.75,1,0,1,8580.73
292.72,2,0,0,5459.41
476.21,3,0,0,8651.95
23.13,21,0,0,460.95
134.13,4,0,1,3022.32
301.57,9,1,0,7376.15
149.69,19,1,0,3558.37
357.78,1,0,0,6525.93
379.98,11,0,1,8508.74
53.05,4,0,0,1154.37
257.9,4,0,0,4810.1
255.43,22,0,0,4682.85
185.9,0,0,1,4198.53
466.6,3,0,0,8494.96
414.1,20,1,1,11775.94
349.21,23,0,0,6327.78
357.73,11,0,0,6667.63
231.93,11,0,0,4318.78
460.66,15,0,0,8473.25
347.91,23,0,0,6427.52
365.03,16,0,0,6764.68
431.12,20,1,0,10257.78
138.49,9,1,0,3387.45
403.92,16,0,0,7339.06
99.23,16,0,0,1794.74
173.98,17,1,1,5007.16
169.13,1,0,0,3157.87
489.31,3,0,0,8797.2
428.56,18,1,0,10084.97
351.18,10,1,0,8516.89
364.07,16,0,0,6725.75
281.91,11,0,1,6224.12
473.65,1,0,1,10638.02
249.14,5,0,0,4469.64
191.5,8,1,0,4773.61
83.19,4,0,0,1636.3
393.53,19,1,0,9482.12
367.75,20,1,0,8811.32
193.41,8,1,0,4533.54
14.55,22,0,0,421.38
419.82,7,0,0,7740.33
7.69,19,1,0,155.66
352.44,7,0,0,6688.37
485.19,21,0,0,8914.51
219.96,20,1,0,5409.15
119.02,22,0,0,2175.75
353.03,5,0,1,7874.42
408.93,2,0,1,9121.83
274.12,4,0,0,5109.56
483.58,8,1,0,11509.92
27.73,6,0,0,559.8
253.39,3,0,0,4689.37
359.79,6,0,0,6575.02
431.59,4,0,0,7975.91
91.27,10,1,0,2245.71
400.4,14,0,0,7413.7
277.25,1,0,1,6084.66
199.48,12,0,0,3714.47
67.59,21,0,0,1428.3
432.92,15,0,0,7872.13
80.32,6,0,0,1660.85
156.27,7,0,0,3018.24
146.44,5,0,0,2758.87
435.96,23,0,0,8113.53
337.01,6,0,1,7467.11
398.75,17,1,0,9635.92
126.73,21,0,1,3096.78
313.19,21,0,0,5763.24
286.73,19,1,0,6968.97
416.75,6,0,0,7587.73
453.23,2,0,0,8204.88
8.05,4,0,0,275.43
337.66,0,0,0,6091.65
27.81,14,0,0,556.9
275.33,2,0,0,5165.11
145.24,7,0,0,2712.97
154.77,8,1,0,3887.78
177.77,14,0,0,3379.86
311.4,9,1,0,7666.96
168.36,1,0,0,3232.86
366.88,19,1,0,8891.51
203.45,4,0,0,3852.37
36.04,18,1,0,1069.47
392.31,12,0,1,8770.42
144.31,10,1,0,3638.68
217.52,0,0,0,4086.33
343.35,21,0,0,6350.88
167.56,14,0,0,3219.96
30.18,17,1,0,834.07
188.21,15,0,0,3466.45
472.34,8,1,0,11390.19
321.58,0,0,0,6124.95
336.4,10,1,1,9587.13
316.88,8,1,0,7543.01
101.1,22,0,0,2084.02
210.33,10,1,0,5170.08
375.97,12,0,0,6985.07
52.48,1,0,0,1184.37
140.37,13,0,0,2652.6
139.61,5,0,0,2695.92
217.15,7,0,0,4083.84
490.22,17,1,1,13913.63
35.62,15,0,0,822.6
260.31,20,1,0,6410.1
91.32,11,0,0,1760.41
485.4,10,1,1,13879.2
58.43,5,0,0,1222.32
202.99,2,0,1,4536.19
369.47,13,0,0,6868.09
352.87,1,0,0,6433.62
212.52,10,1,0,5301.21
174.57,21,0,0,3354.86
200.01,2,0,0,3656.52
133.61,17,1,0,3491.27
104.26,0,0,0,2043.41
242.55,23,0,0,4443.67
135.73,0,0,0,2703.59
145.16,11,0,1,3364.83
329.06,14,0,1,7110.6
484.33,4,0,0,8815.4
302.61,5,0,1,6744.31
40.34,15,0,0,660.09
39.64,11,0,0,872.04
475.81,11,0,0,8730.36
150.05,2,0,0,2732.57
47.85,22,0,0,1038.35
300.32,1,0,0,5556.58
312.58,6,0,0,5657.26
324.96,1,0,0,6091.15
135.17,20,1,1,4113.25
9.53,6,0,1,356.77
482.58,10,1,0,11467.46
126.94,10,1,0,3238.13
338.66,13,0,0,6225.83
353.9,2,0,0,6327.14
305.78,13,0,0,5702.8
157.83,10,1,0,3806.85
137.01,3,0,0,2577.12
299.64,16,0,0,5689.29
433.32,15,0,1,9526.22
473.47,2,0,1,10407.2
54.74,9,1,0,1526.91
79.1,20,1,0,2096.58
472.48,14,0,1,10293.62
368.79,7,0,0,6782.27
441.73,17,1,0,10535.12
102.91,2,0,0,2029.6
294.62,6,0,0,5482.04
351.17,9,1,1,10353.53
340.7,19,1,0,8049.69
205.26,8,1,0,5096.08
9.67,13,0,0,442.34
292.3,22,0,0,5460.63
128.04,13,0,0,2389.77
226.23,10,1,0,5655.17
478.88,0,0,0,8550.56
200.72,3,0,0,3694.63
420.22,5,0,0,7831.15
95.89,21,0,0,1839.07
336.89,21,0,0,6373.58
488.55,4,0,0,8792.71
52.74,2,0,0,988.16
6.14,1,0,0,207.42
217.92,2,0,0,4114.38
48.13,8,1,1,1563.22
374.7,18,1,0,8913.83
457.45,18,1,0,11041.26
218.14,16,0,0,4227.91
130.84,17,1,0,3215.18
218.33,10,1,0,5133.01
362.28,11,0,0,6455.24
6.51,2,0,0,291.09
295.55,17,1,0,7176.42
307.42,23,0,0,5689.85
319.57,5,0,0,5895.15
122.53,6,0,0,2275.03
357.6,0,0,0,6652.27
47.51,5,0,1,1374.1
101.24,17,1,1,2855.04
438.98,12,0,0,8043.89
369.88,21,0,0,6710.88
8.85,18,1,0,252.93
125.69,6,0,0,2299.45
108.77,18,1,0,2778.29
136.86,8,1,0,3438.06
125.28,2,0,0,2551.15
33.14,22,0,0,747.36
230.55,11,0,0,4124.12
366.9,19,1,0,8756.67
304.15,23,0,0,5486.11
337.09,17,1,0,7962.23
42.41,7,0,0,971.48
475.84,8,1,0,11349.13
419.57,12,0,0,7761.0
402.93,7,0,0,7367.08
411.85,21,0,0,7642.28
466.49,9,1,0,11069.52
273.04,16,0,0,5176.36
101.74,6,0,0,2015.79
309.16,16,0,0,5694.15
371.95,22,0,0,6866.4
369.48,17,1,0,8839.11
261.68,23,0,0,5019.88
36.09,1,0,0,824.21
186.81,2,0,1,4215.03
460.54,18,1,0,10947.83
293.06,0,0,1,6594.32
270.09,20,1,0,6585.88
135.89,20,1,1,4022.38
185.49,9,1,0,4419.84
447.88,20,1,1,12720.34
333.9,13,0,0,6141.76
394.12,12,0,0,7379.03
228.26,8,1,0,5511.36
315.86,5,0,1,6943.23
125.7,5,0,0,2236.44
353.32,18,1,0,8614.03
214.95,20,1,0,5281.63
222.39,9,1,0,5478.47
325.36,22,0,0,6102.69
468.27,2,0,0,8562.35
33.88,17,1,1,1193.67
412.72,20,1,1,11972.1
147.61,18,1,0,3666.96
223.07,4,0,0,4224.05
12.91,10,1,0,584.22
151.92,9,1,0,3814.24
252.31,16,0,0,4678.77
29.98,3,0,0,686.17
246.57,20,1,0,6042.4
463.7,17,1,1,13332.33
54.49,17,1,1,1880.79
382.69,0,0,0,7093.56
206.02,13,0,1,4689.61
328.28,7,0,0,6014.35
131.6,1,0,0,2460.65
81.43,18,1,0,2178.46
81.91,14,0,0,1566.97
37.1,1,0,0,815.82
94.45,3,0,0,1988.04
332.78,0,0,0,6262.12
441.08,18,1,0,10546.5
407.43,20,1,0,9699.36
343.2,9,1,0,8213.47
57.0,0,0,0,1262.68
146.02,19,1,0,3608.11
156.28,21,0,0,2907.28
126.48,14,0,0,2548.19
258.47,3,0,1,5781.17
268.71,6,0,0,4928.98
179.73,6,0,0,3433.02
178.19,21,0,0,3454.49
414.62,17,1,0,9796.36
395.07,12,0,0,7241.18
155.28,9,1,0,3803.94
457.07,23,0,1,10097.87
476.5,7,0,0,8790.23
164.72,9,1,0,3994.25
178.5,13,0,1,3886.4
253.81,13,0,0,4821.68
470.68,19,1,1,13338.65
438.41,21,0,0,8068.45
53.08,10,1,0,1423.85
197.58,5,0,0,3722.68
277.58,20,1,0,6855.47
252.56,0,0,0,4999.91
98.54,18,1,0,2337.58
429.69,6,0,0,7982.82
339.12,23,0,0,6238.47
419.28,17,1,0,10110.9
429.66,2,0,0,7979.69
374.68,19,1,1,10896.02
220.73,10,1,1,6460.51
306.05,4,0,0,5569.98
81.86,18,1,0,2203.34
337.48,20,1,0,8103.72
91.27,23,0,0,1769.44
347.59,23,0,1,7640.25
116.34,1,0,0,2344.75
60.54,21,0,1,1648.01
84.31,3,0,0,1548.07
2.99,9,1,0,327.21
359.93,1,0,1,7917.3
366.74,7,0,0,6604.52
258.44,0,0,0,4816.63
82.36,5,0,0,1549.14
43.61,10,1,0,1057.7
11.53,9,1,0,386.54
84.54,12,0,1,1903.34
445.65,0,0,0,8106.96
122.29,1,0,1,2688.78
178.43,2,0,0,3322.17
54.46,8,1,0,1398.09
112.74,4,0,1,2652.66
260.57,9,1,0,6351.78
304.66,9,1,0,7350.08
124.19,11,0,0,2361.79
30.75,17,1,0,888.32
196.73,20,1,0,4714.88
118.63,20,1,1,3483.92
111.34,0,0,1,2655.26
480.01,2,0,0,8614.24
308.92,4,0,0,5702.45
279.33,16,0,1,6181.08
209.06,7,0,0,3972.92
215.61,16,0,0,3888.56
271.37,8,1,0,6546.32
348.82,5,0,0,6463.1
351.67,16,0,0,6289.56
87.5,7,0,0,1617.63
251.06,20,1,0,6060.53
207.16,6,0,0,3930.21
435.52,6,0,0,8007.65
316.45,14,0,0,5902.08
267.19,6,0,0,4851.43
59.47,21,0,0,1061.52
303.61,7,0,0,5623.39
60.37,8,1,1,1806.19
169.93,14,0,1,3763.93
73.14,1,0,0,1559.66
346.65,6,0,0,6408.66
104.71,14,0,1,2385.0
197.15,17,1,0,4738.41
448.05,21,0,1,9919.89
103.75,17,1,0,2643.94
254.89,9,1,0,6037.9
210.8,21,0,0,3749.57
11.03,17,1,0,641.18
396.79,0,0,0,7170.04
36.38,6,0,0,857.7
238.18,2,0,0,4588.29
281.22,13,0,0,5226.68
314.96,11,0,0,5759.17
344.94,13,0,0,6216.29
128.13,3,0,0,2312.33
6.97,12,0,0,313.12
362.27,15,0,0,6816.05
268.76,15,0,0,4948.08
418.39,21,0,0,7625.39
411.05,4,0,0,7618.67
421.98,19,1,1,12014.5
243.58,5,0,0,4561.84
168.15,5,0,0,3180.83
396.2,17,1,0,9425.04
226.74,5,0,0,4229.85
93.35,6,0,0,2006.69
427.78,23,0,1,9480.44
441.51,23,0,0,8206.52
234.22,15,0,0,4274.13
39.7,8,1,1,1458.33
195.14,12,0,0,3726.38
402.16,11,0,0,7238.95
451.08,18,1,0,10804.33
103.33,22,0,0,1958.6
35.35,22,0,0,631.77
438.92,0,0,0,8063.55
195.92,7,0,0,3730.53
271.8,3,0,0,5057.51
484.1,20,1,1,13816.52
35.15,21,0,0,749.63
324.86,18,1,0,8043.44
38.9,20,1,0,987.11
188.98,4,0,0,3639.0
402.3,16,0,0,7392.94
217.87,2,0,0,3986.2
498.6,18,1,0,11857.33
280.41,0,0,0,5058.11
161.94,22,0,0,3005.35
111.62,0,0,1,2586.2
176.56,22,0,0,3172.95
187.52,19,1,0,4633.64
36.22,8,1,0,946.16
186.05,22,0,0,3353.69
233.19,4,0,0,4239.39
361.92,6,0,0,6882.22
329.05,5,0,1,7089.7
354.97,16,0,0,6582.99
6.17,21,0,0,185.81
110.4,16,0,1,2529.59
331.52,12,0,1,7401.2
243.03,11,0,0,4579.96
4.65,3,0,0,165.56
402.64,7,0,0,7261.71
386.86,4,0,0,7175.68
275.11,4,0,0,5157.27
35.1,12,0,0,753.28
383.72,10,1,1,11053.18
292.69,7,0,0,5373.83
391.42,7,0,1,8551.88
376.37,0,0,1,8309.99
401.9,12,0,0,7436.01
259.97,4,0,0,4860.35
71.88,20,1,0,1927.95
336.24,7,0,0,6126.2
311.0,16,0,0,5906.12
371.64,22,0,0,6805.32
86.6,22,0,0,1696.92
99.1,12,0,1,2188.64
445.42,8,1,0,10598.53
375.49,1,0,0,6962.02
454.3,18,1,0,10901.82
379.84,19,1,0,9239.46
299.38,16,0,1,6698.7
327.76,6,0,1,7287.27
444.79,2,0,0,8111.51
290.25,18,1,0,6920.58
316.93,18,1,0,7708.21
79.93,23,0,0,1683.76
238.01,8,1,0,5656.8
358.77,9,1,0,8662.43
136.93,13,0,0,2679.77
102.72,17,1,1,3007.07
158.29,14,0,0,3053.19
122.27,0,0,0,2245.86
109.03,5,0,0,1869.55
213.58,14,0,1,4777.23
454.1,5,0,0,8349.65
254.52,17,1,1,7369.29
95.58,0,0,0,2157.23
40.33,23,0,0,913.86
348.69,2,0,0,6441.06
192.63,16,0,0,3660.37
411.27,15,0,0,7508.76
330.44,7,0,1,7410.37
398.53,16,0,0,7359.61
137.43,7,0,0,2655.24
346.79,16,0,0,6329.89
133.5,8,1,0,3162.53
469.66,11,0,0,8553.67
318.91,18,1,0,7685.86
163.61,3,0,0,3050.45
136.22,20,1,1,4088.14
97.08,21,0,0,1874.23
347.93,10,1,1,10046.97
110.92,3,0,0,2048.88
298.46,13,0,1,6646.05
133.79,13,0,0,2494.09
331.66,5,0,0,5966.06
407.84,16,0,0,7474.6
389.46,1,0,0,7313.85
380.9,7,0,1,8261.67
95.49,3,0,0,1880.68
46.02,9,1,1,1605.88
350.08,6,0,0,6681.38
185.44,3,0,0,3438.57
217.31,15,0,1,4810.66
17.51,13,0,0,348.55
131.27,15,0,0,2626.89
18.77,8,1,0,547.5
439.83,3,0,1,9643.37
123.21,23,0,0,2182.91
279.55,5,0,0,5270.37
21.41,0,0,0,651.24
334.09,6,0,0,6248.2
162.87,0,0,1,3537.41
449.16,18,1,1,12907.23
444.28,7,0,0,7979.82
163.99,2,0,0,3107.71
450.68,0,0,0,8282.72
498.09,0,0,0,9146.58
413.06,6,0,0,7638.49
422.75,20,1,0,10086.45
126.01,12,0,0,2221.87
289.2,0,0,0,5409.07
35.49,15,0,0,798.64
49.27,21,0,0,946.58
499.45,21,0,1,10811.15
164.67,13,0,0,3268.0
374.6,3,0,0,7015.85
403.72,22,0,0,7487.54
429.3,22,0,0,7809.69
498.82,11,0,0,8877.04
122.27,11,0,0,2427.24
22.09,16,0,0,584.37
206.77,20,1,0,4996.03
66.78,14,0,1,1734.93
13.17,9,1,0,587.93
181.49,2,0,1,4117.85
392.3,22,0,0,7214.94
283.96,19,1,0,6844.71
157.76,19,1,0,3954.66
327.86,11,0,0,5965.77
117.55,0,0,0,2308.41
9.16,0,0,0,222.86
382.65,9,1,0,9282.62
312.62,17,1,0,7563.62
381.63,14,0,0,6950.46
21.39,1,0,0,543.1
418.89,16,0,0,7604.56
310.52,7,0,0,5889.84
282.57,21,0,0,5398.56
313.06,21,0,0,5854.66
432.49,8,1,0,10470.88
294.29,20,1,0,7096.67
291.31,19,1,0,7088.08
495.36,10,1,1,14266.13
378.85,5,0,0,6968.75
222.26,23,0,0,4157.83
354.28,13,0,1,7925.89
195.84,0,0,0,3739.71
115.98,6,0,0,2162.09
299.23,23,0,0,5317.5
464.23,8,1,0,11040.54
464.71,10,1,0,10859.56
172.27,23,0,0,3151.74
264.78,22,0,1,5811.89
107.39,15,0,0,2026.24
497.82,18,1,0,11926.13
490.6,1,0,0,9084.51
325.46,14,0,1,7260.71
402.6,2,0,0,7460.02
358.12,3,0,0,6661.77
297.39,19,1,0,6904.31
28.57,21,0,0,665.23
228.47,6,0,0,4082.86
338.04,11,0,1,7532.66
339.41,3,0,0,6050.08
187.82,9,1,0,4571.83
470.96,5,0,1,10407.57
85.34,21,0,0,1574.41
251.18,13,0,0,4767.39
346.06,2,0,0,6429.75
349.17,16,0,0,6473.21
325.02,10,1,0,7870.32
139.09,9,1,1,4103.83
79.79,20,1,0,2077.3
318.7,9,1,0,7653.54
300.45,9,1,0,7224.33
91.32,2,0,0,1726.54
353.16,23,0,0,6382.61
228.68,14,0,0,4232.48
334.54,16,0,0,6132.61
419.01,17,1,0,9926.13
86.52,18,1,0,2304.88
11.53,18,1,0,347.68
389.99,11,0,0,7152.72
305.63,23,0,0,5767.96
350.42,4,0,0,6548.48
419.4,23,0,0,7820.85
401.8,15,0,0,7323.32
480.54,14,0,0,8878.12
268.9,14,0,0,4883.83
245.27,5,0,0,4537.29
202.14,11,0,0,3770.34
78.54,1,0,0,1506.1
287.16,19,1,0,6878.33
139.95,8,1,0,3420.54
460.81,3,0,0,8346.36
292.43,4,0,0,5499.36
297.23,20,1,0,7132.04
178.75,7,0,0,3387.69
27.89,21,0,0,668.41
17.81,9,1,0,617.19
212.82,6,0,0,3990.06
44.11,21,0,0,913.5
304.21,13,0,0,5767.62
440.72,4,0,0,8159.12
441.69,15,0,0,8102.29
330.2,14,0,1,7267.71
107.19,4,0,0,2067.6
431.77,2,0,1,9548.05
443.27,22,0,0,8278.94
99.93,9,1,0,2396.14
369.24,4,0,0,6862.26
144.69,22,0,0,2867.03
401.71,14,0,0,7232.2
498.62,17,1,1,14217.26
16.95,7,0,1,439.73
448.89,20,1,0,10742.04
312.07,1,0,0,5731.43
486.74,21,0,1,10680.67
233.57,7,0,1,5184.11
424.0,22,0,0,7854.0
33.07,7,0,0,768.2
168.97,3,0,0,3214.53
35.37,18,1,0,1038.82
487.72,22,0,0,8986.22
